seed,dataset,feature,model,distillation_method,n_distill_steps,alpha,real_mse,transfer_mse,acf_short,acf_long,fft_distance,trend_error,variance_diff,freq_rank_error,peak_mag_ratio,cross_corr_error
7,ETTh1,6,CNN,MTT,300,0.7,0.3855063006053819,0.435509107882746,0.047382107225037,0.0435172358771555,0.1889986697589572,1.1350508178731589,0.825063169002533,0.0,0.4129997428389261,0.3332409823877421
7,ETTh1,0,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.2933844030667354,0.1598264929620186,8.11275263646377e-08,0.9821300896752044,0.485491931438446,0.0,1.2009224056927696e-07,0.3588726061330454
7,ETTh1,1,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.1704825327558033,0.0888680453091177,1.1568311378436961e-07,0.6281455184511229,0.6979626417160034,0.0,1.1446659339497921e-07,0.3588726061330454
7,ETTh1,2,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.3460730534573668,0.166477555254923,4.7850141135719934e-08,0.8771641111364397,0.4926643967628479,0.0,9.869900006193505e-09,0.3588726061330454
7,ETTh1,3,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.1549609570215832,0.0886233877818169,6.364295430446304e-08,0.3687332212197164,0.7648518681526184,0.0,1.089814143713798e-08,0.3588726061330454
7,ETTh1,4,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.0658363137794409,0.045507110489906,6.653372742003749e-08,0.8531783334814255,0.42413991689682,0.0,2.7852482073599852e-08,0.3588726061330454
7,ETTh1,5,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.1965360868791598,0.233770714137169,4.884501978418772e-08,1.865416794918325,0.7729856967926025,0.0,1.326986459583703e-07,0.3588726061330454
7,ETTh1,6,CNN,MTT,300,1.0,0.3855063006053819,0.4428918183150531,0.0450063918995825,0.0329339171970956,5.312883833797202e-08,0.9685869198696726,0.8911168575286865,0.0,2.6244319297487724e-08,0.3588726061330454
42,ETTh1,0,CNN,MTT,300,0.0,0.3807109834068176,0.4978187381991914,0.3479124202199639,0.172003267956601,0.3222209152245252,0.695181279463154,0.0069062113761901,0.0,0.4670904219318615,0.2737938546037787
42,ETTh1,1,CNN,MTT,300,0.0,0.3807109834068176,0.4978187381991914,0.3805462183377648,0.1925717078583119,0.2170062887372344,1.861696972216152,0.6649328470230103,0.0,0.0781528964625696,0.2737938546037787
