seed,dataset,model,distillation_method,n_distill_steps,alpha,real_mse,transfer_mse,acf_short,acf_long,fft_distance,trend_error,variance_diff,freq_rank_error,peak_mag_ratio,cross_corr_error
42,weather,CNN,MTT,300,0.2,0.18656135537111,0.2207735822413945,0.1369454959011802,0.0861869738583401,0.1643803035130082,1.217788915338875,0.6616252064704895,0.0476190476190476,0.1924276359046773,0.3444408744764963
42,weather,CNN,MTT,300,0.3,0.18656135537111,0.2228969668728272,0.1343499481298274,0.0863541422896478,0.1438327608718095,1.228368079195842,0.6714365482330322,0.0,0.1683741625120935,0.3378867956009405
42,weather,CNN,MTT,300,0.5,0.18656135537111,0.2386929761335625,0.1305004846068851,0.08908593265693,0.1027376969758255,1.248139673460213,0.6881959438323975,0.0,0.1202672763622149,0.3280630041652957
42,weather,CNN,MTT,300,0.7,0.18656135537111,0.22610362055374,0.1300732859232751,0.0920921514234811,0.0616426254289959,1.2654875332466649,0.7011374235153198,0.0,0.0721603922327428,0.3206255705681218
42,weather,CNN,MTT,300,1.0,0.18656135537111,0.2236329601696276,0.1314291081716397,0.0960532484557958,9.050676400115609e-08,1.291427567701483,0.7133912444114685,0.0,1.0518892942340865e-07,0.3112537293726486
7,ETTh1,DLinear,MTT,300,0.0,0.393855746,0.397200135,0.5065679,0.361928598,0.35030861,0.520675044,0.483738214,4.285714286,1.000892974,0.589743996
7,ETTh1,DLinear,MTT,300,0.1,0.393855746,0.397397459,0.487521108,0.345403768,0.315277746,0.521259812,0.519731343,4.285714286,0.900803659,0.572083194
7,ETTh1,DLinear,MTT,300,0.2,0.393855746,0.402438089,0.46436735,0.325659493,0.280246884,0.520484382,0.551354706,4.285714286,0.800714389,0.550872042
7,ETTh1,DLinear,MTT,300,0.3,0.393855746,0.406568807,0.43723117,0.302673306,0.245216017,0.520507926,0.578608215,4.285714286,0.700625088,0.526183397
7,ETTh1,DLinear,MTT,300,0.5,0.393855746,0.412950921,0.372413367,0.249258472,0.1751543,0.528933524,0.620006263,4.285714286,0.500446497,0.468207882
7,ETTh1,DLinear,MTT,300,0.7,0.393855746,0.423818063,0.300085854,0.19284225,0.105092586,0.53706085,0.64392519,4.285714286,0.300267895,0.405524277
7,ETTh1,DLinear,MTT,300,1.0,0.393855746,0.438641818,0.2009579,0.131083666,6.87e-08,0.554928646,0.647030413,0.0,9.59e-08,0.330389361
42,ETTh1,DLinear,MTT,300,0.0,0.3981603195700491,0.5195597928355288,0.4662989342396921,0.3344204014648594,0.3612943861931407,1.3553504511493926,0.723353385925293,4.285714285714286,0.812632470984654,0.430937515134321
42,ETTh1,DLinear,MTT,300,0.1,0.3981603195700491,0.5079442950836806,0.4420382637584557,0.3172761727609577,0.3251649316796842,1.3579091519094129,0.6826874017715454,4.285714285714286,0.7313691546700374,0.4147189809547639
42,ETTh1,DLinear,MTT,300,0.2,0.3981603195700491,0.5158548497945781,0.4141935912124884,0.2980469568639751,0.2890355061074084,1.362102932202795,0.6431517601013184,4.285714285714286,0.6501059651324981,0.3967128755802646
42,ETTh1,DLinear,MTT,300,0.3,0.3981603195700491,0.5140281516465914,0.3842125901455101,0.2777667955098292,0.25290605341149,1.3660323613722711,0.604746401309967,4.285714285714286,0.5688426713533766,0.3779563127063615
42,ETTh1,DLinear,MTT,300,0.5,0.3981603195700491,0.5100306046440162,0.3234300521746073,0.2357822461970711,0.1806471893348434,1.3712038530986457,0.626672089099884,4.285714285714286,0.4063162740397518,0.3408298704532423
42,ETTh1,DLinear,MTT,300,0.7,0.3981603195700491,0.452113840508035,0.2649763838145511,0.193832382374505,0.1083883067354689,1.3792893637391863,0.6501201391220093,0.0,0.2437897143835642,0.3066820613340624
42,ETTh1,DLinear,MTT,300,1.0,0.3981603195700491,0.4678525236067307,0.1861891486689177,0.1318791273287385,7.310793315495069e-08,1.3929414215168896,0.6470304131507874,0.0,5.361972961317457e-08,0.2649446328005073
123,ETTh1,DLinear,MTT,300,0.0,0.3876864755582715,0.4354840677396205,0.2884378094109038,0.2078047083539524,0.5588660351149832,1.2352299346133877,0.5447672605514526,2.571428571428572,0.3282064116695703,0.4152361908987028
123,ETTh1,DLinear,MTT,300,0.1,0.3876864755582715,0.4397335106137982,0.2779761300756186,0.2005468867743519,0.5029794292970741,1.217040415257879,0.5464643239974976,2.571428571428572,0.2953857476834591,0.4111632920700033
123,ETTh1,DLinear,MTT,300,0.2,0.3876864755582715,0.4406815947370976,0.2669470749789316,0.1931944946683801,0.4470928354447942,1.1985548350872617,0.5469287037849426,2.571428571428572,0.2625651178111913,0.4067147241541355
123,ETTh1,DLinear,MTT,300,0.3,0.3876864755582715,0.4416042040726807,0.2555887791401353,0.1857634528969443,0.3912062351243138,1.182363505586581,0.5660313963890076,2.2857142857142856,0.2297444985270525,0.4019898476492735
123,ETTh1,DLinear,MTT,300,0.5,0.3876864755582715,0.4352519102928994,0.2330697367375365,0.1707634322748591,0.2794330196592164,1.1581257108201906,0.6007404923439026,0.0,0.1641031846106529,0.3920001864058081
123,ETTh1,DLinear,MTT,300,0.7,0.3876864755582715,0.44442661897213,0.2114604915064375,0.1570211630334052,0.1676598252053267,1.1254857559793223,0.6261963844299316,0.0,0.0984618799693906,0.3815513839587162
