dataset,expert_model,student_model,seed,method,phase_boundary,student_lr,synthetic_lr,n_distill_steps,real_mse,transfer_mse,mse_ratio,n_pairs_available,notes
ETTm2,MLP,DLinear,42,param_mtt,,0.01,5.0,1000,0.19360817114561812,0.2151353790919781,1.1111895630178168,81,
ETTm2,MLP,DLinear,42,phase_aware_mtt,9,0.01,5.0,1000,0.19360817114561812,0.22545628463599637,1.164497775594525,81,
ETTm2,MLP,CNN,42,param_mtt,,0.01,5.0,1000,0.20102821390740858,0.32135467239925236,1.598555079175428,81,
ETTm2,MLP,CNN,42,phase_aware_mtt,9,0.01,5.0,1000,0.20102821390740858,0.22102136458607283,1.0994544511442204,81,
ETTm2,MLP,MLP,42,param_mtt,,0.01,5.0,1000,0.18250893349124328,0.27613572283636795,1.512998391662931,81,
ETTm2,MLP,MLP,42,phase_aware_mtt,9,0.01,5.0,1000,0.18250893349124328,0.5480061121633851,3.002626236866801,81,
ETTm2,MLP,DLinear,123,param_mtt,,0.01,5.0,1000,0.19360817114561812,0.23731047747221368,1.225725526293649,81,
ETTm2,MLP,DLinear,123,phase_aware_mtt,12,0.01,5.0,1000,0.19360817114561812,0.21751537788357725,1.1234824263691734,81,
ETTm2,MLP,CNN,123,param_mtt,,0.01,5.0,1000,0.20102821390740858,0.3549239686862794,1.765543063769912,81,
ETTm2,MLP,CNN,123,phase_aware_mtt,12,0.01,5.0,1000,0.20102821390740858,0.2595265564904109,1.2909956838692604,81,
ETTm2,MLP,MLP,123,param_mtt,,0.01,5.0,1000,0.18250893349124328,0.23486520684534304,1.2868696471595555,81,
ETTm2,MLP,MLP,123,phase_aware_mtt,12,0.01,5.0,1000,0.18250893349124328,0.2582207285916916,1.4148388446096583,81,
