dataset,model,seed,epoch,val_loss_raw,val_loss_smooth,is_boundary
weather,LSTM,42,23,0.65535517,0.65913243,False
weather,LSTM,42,24,0.64718726,0.64747181,False
weather,LSTM,42,25,0.63860797,0.63754655,False
weather,LSTM,42,26,0.62849644,0.62809227,False
weather,LSTM,42,27,0.61808589,0.61844517,False
weather,LSTM,42,28,0.60808377,0.60962062,False
weather,LSTM,42,29,0.59895179,0.60046539,False
weather,LSTM,42,30,0.59448523,0.59272315,False
weather,LSTM,42,31,0.58272027,0.58582949,False
weather,LSTM,42,32,0.57937472,0.57989302,False
weather,LSTM,42,33,0.57361543,0.57312413,False
weather,LSTM,42,34,0.56926946,0.56777488,False
weather,LSTM,42,35,0.56064075,0.56230858,False
weather,LSTM,42,36,0.55597403,0.55718163,False
weather,LSTM,42,37,0.55204321,0.55163697,False
weather,LSTM,42,38,0.54798072,0.54810134,False
weather,LSTM,42,39,0.54154616,0.5470646,False
weather,LSTM,42,40,0.5429626,0.54317801,False
weather,LSTM,42,41,0.55079032,0.53941667,False
weather,LSTM,42,42,0.53261026,0.53982969,False
weather,LSTM,42,43,0.529174,0.53502961,False
weather,LSTM,42,44,0.54361126,0.53226673,False
weather,LSTM,42,45,0.5189622,0.52925769,False
weather,LSTM,42,46,0.53697594,0.52505574,False
weather,LSTM,42,47,0.51756504,0.51964547,False
weather,LSTM,42,48,0.50816426,0.51876537,False
weather,LSTM,42,49,0.5165599,0.51318759,False
weather,LSTM,42,50,0.51456171,0.51188255,False
weather,LSTM,42,51,0.50908705,0.51255632,False
weather,LSTM,42,52,0.51103981,0.51329288,False
weather,LSTM,42,53,0.51153314,0.5091689,False
weather,LSTM,42,54,0.52024267,0.51294083,False
weather,LSTM,42,55,0.49394184,0.51290268,False
weather,LSTM,42,56,0.5279467,0.51646114,False
weather,LSTM,42,57,0.51084903,0.51220717,False
weather,LSTM,42,58,0.52932547,0.51248997,False
weather,LSTM,42,59,0.49897281,0.50607608,False
weather,LSTM,42,60,0.49535586,0.50276295,False
weather,LSTM,42,61,0.49587721,0.49631286,False
weather,LSTM,42,62,0.49428339,0.49431978,False
weather,LSTM,42,63,0.49707502,0.49155558,False
weather,LSTM,42,64,0.48900744,0.48833826,False
weather,LSTM,42,65,0.48153486,0.48460906,False
weather,LSTM,42,66,0.47979059,0.48052868,False
weather,LSTM,42,67,0.47563737,0.47850185,False
weather,LSTM,42,68,0.47667312,0.47640007,False
weather,LSTM,42,69,0.47887329,0.47445565,False
weather,LSTM,42,70,0.47102595,0.47413848,False
weather,LSTM,42,71,0.47006852,0.47324299,False
weather,LSTM,42,72,0.47405151,0.47333276,False
weather,LSTM,42,73,0.47219566,0.4725315,False
weather,LSTM,42,74,0.47932216,0.47266087,False
weather,LSTM,42,75,0.46701966,0.4723506,False
weather,LSTM,42,76,0.47071538,0.47227381,False
weather,LSTM,42,77,0.47250014,0.46974662,False
weather,LSTM,42,78,0.47181174,0.46955615,False
weather,LSTM,42,79,0.46668618,0.46926634,False
weather,LSTM,42,80,0.4660673,0.4681884,False
weather,DLinear,7,1,0.46763947,0.46488635,True
weather,DLinear,7,2,0.46355905,0.4639771,False
weather,DLinear,7,3,0.46346053,0.46360856,False
weather,DLinear,7,4,0.46124934,0.46233992,False
weather,DLinear,7,5,0.46213438,0.46211568,False
weather,DLinear,7,6,0.46129628,0.46158971,False
weather,DLinear,7,7,0.46243785,0.46163904,False
weather,DLinear,7,8,0.46083071,0.46160718,False
weather,DLinear,7,9,0.46149596,0.46224484,False
weather,DLinear,7,10,0.46197508,0.46227294,False
weather,DLinear,7,11,0.46448461,0.46256583,False
weather,DLinear,7,12,0.46257834,0.46282387,False
weather,DLinear,7,13,0.46229515,0.46280107,False
weather,DLinear,7,14,0.46278619,0.46174464,False
weather,DLinear,7,15,0.46186108,0.46164405,False
weather,DLinear,7,16,0.45920247,0.46169542,False
weather,DLinear,7,17,0.46207538,0.46175704,False
weather,DLinear,7,18,0.46255199,0.46172245,False
weather,DLinear,7,19,0.46309429,0.46226168,False
weather,DLinear,7,20,0.46168813,0.46226081,False
weather,DLinear,7,21,0.46189863,0.46225411,False
weather,DLinear,7,22,0.462071,0.46181154,False
weather,DLinear,7,23,0.4625185,0.4616911,False
weather,DLinear,7,24,0.46088145,0.46170246,False
weather,DLinear,7,25,0.46108591,0.46159988,False
weather,DLinear,7,26,0.46195542,0.46150303,False
weather,DLinear,7,27,0.46155811,0.46196533,False
weather,DLinear,7,28,0.46203426,0.46214082,False
weather,DLinear,7,29,0.46319293,0.46204906,False
weather,DLinear,7,30,0.46196337,0.4622232,False
weather,DLinear,7,31,0.4614966,0.4621011,False
weather,DLinear,7,32,0.46242883,0.46202653,False
weather,DLinear,7,33,0.46142374,0.46192255,False
weather,DLinear,7,34,0.46282011,0.46195969,False
weather,DLinear,7,35,0.46144345,0.46198308,False
weather,DLinear,7,36,0.46168233,0.46229219,False
weather,DLinear,7,37,0.46254578,0.4623694,False
weather,DLinear,7,38,0.46296928,0.46266621,False
weather,DLinear,7,39,0.46320614,0.46259022,False
weather,DLinear,7,40,0.46292753,0.46233311,False
weather,DLinear,7,41,0.46130235,0.46239265,False
weather,DLinear,7,42,0.46126026,0.46220026,False
weather,DLinear,7,43,0.46326697,0.46200356,False
weather,DLinear,7,44,0.46224417,0.46232493,False
weather,DLinear,7,45,0.46194403,0.46264454,False
weather,DLinear,7,46,0.46290923,0.4622013,False
weather,DLinear,7,47,0.46285833,0.4621605,False
weather,DLinear,7,48,0.46105074,0.46200688,False
weather,DLinear,7,49,0.46204019,0.46196597,False
weather,DLinear,7,50,0.4611759,0.4616314,False
weather,DLinear,7,51,0.4627047,0.46198542,False
weather,DLinear,7,52,0.4611855,0.46225577,False
weather,DLinear,7,53,0.46282081,0.46256168,False
weather,DLinear,7,54,0.46339195,0.46235345,False
weather,DLinear,7,55,0.46270543,0.46273809,False
weather,DLinear,7,56,0.46166355,0.46262314,False
weather,DLinear,7,57,0.4631087,0.46236216,False
weather,DLinear,7,58,0.46224605,0.46261297,False
weather,DLinear,7,59,0.46208707,0.46264164,False
weather,DLinear,7,60,0.46395945,0.46257922,False
weather,DLinear,7,61,0.46180692,0.46256769,False
weather,DLinear,7,62,0.46279662,0.46297952,False
weather,DLinear,7,63,0.46218842,0.46305082,False
