cross_arch_baseline,ETTh1,DLinear,DLinear,42,standard_mtt,0.3972973284216287,0.44850937886616,1.1289010692520514,81,
cross_arch_baseline,ETTh1,DLinear,LSTM,42,standard_mtt,0.9809895432198201,1.1278699632077032,1.14972679474828,81,
cross_arch_baseline,ETTh1,DLinear,MLP,42,standard_mtt,0.39546623699602085,0.5417057534369728,1.3697901432794715,81,
cross_arch_baseline,ETTh1,DLinear,CNN,42,standard_mtt,0.3836699554672952,0.4563344595727222,1.189393261239141,81,
cross_arch_baseline,ETTh1,LSTM,DLinear,42,standard_mtt,0.3972973284216287,0.4631525265841318,1.165757968784061,81,
cross_arch_baseline,ETTh1,LSTM,LSTM,42,standard_mtt,0.9809895432198201,1.1376376174622809,1.1596837349848887,81,
cross_arch_baseline,ETTh1,LSTM,MLP,42,standard_mtt,0.39546623699602085,0.7885444499574543,1.9939614970604649,81,
cross_arch_baseline,ETTh1,LSTM,CNN,42,standard_mtt,0.3836699554672952,0.4871465993292405,1.2697022333581338,81,
cross_arch_baseline,ETTh1,MLP,DLinear,42,standard_mtt,0.3972973284216287,0.4622748146243021,1.1635487619834095,81,
cross_arch_baseline,ETTh1,MLP,LSTM,42,standard_mtt,0.9809895432198201,1.1287182739680472,1.1505915448021489,81,
cross_arch_baseline,ETTh1,MLP,MLP,42,standard_mtt,0.39546623699602085,0.6029812297118243,1.5247350425970536,81,
cross_arch_baseline,ETTh1,MLP,CNN,42,standard_mtt,0.3836699554672952,0.5257668229466964,1.370362248736242,81,
cross_arch_baseline,ETTh1,CNN,DLinear,42,standard_mtt,0.3972973284216287,0.4231851521828159,1.0651598234099222,81,
cross_arch_baseline,ETTh1,CNN,LSTM,42,standard_mtt,0.9809895432198201,1.115912359576353,1.1375374664175184,81,
cross_arch_baseline,ETTh1,CNN,MLP,42,standard_mtt,0.39546623699602085,0.5188010352161528,1.3118718785122812,81,
cross_arch_baseline,ETTh1,CNN,CNN,42,standard_mtt,0.3836699554672952,0.4342164767117666,1.1317447992061502,81,
cross_arch_baseline,ETTh2,DLinear,DLinear,42,standard_mtt,0.30349656600997804,0.3375895251104279,1.1123339204415545,81,
cross_arch_baseline,ETTh2,DLinear,LSTM,42,standard_mtt,1.6342543591961367,3.2021892077659677,1.9594191012842535,81,
cross_arch_baseline,ETTh2,DLinear,MLP,42,standard_mtt,0.3021977074035999,0.3368335425267721,1.1146131630870195,81,
cross_arch_baseline,ETTh2,DLinear,CNN,42,standard_mtt,0.3212526216765413,0.3597001442310392,1.1196800273686465,81,
