experiment,dataset,expert_model,student_model,seed,method,phase_boundary,real_mse,transfer_mse,mse_ratio,n_pairs_available,notes
cross_arch_phase_aware_early_stop,ETTh1,DLinear,DLinear,7,phase_aware_mtt,11,0.3972973284216287,0.43369261978161155,1.0916071887635717,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,MLP,7,phase_aware_mtt,11,0.39546623699602085,0.5310323601881133,1.3428007513912155,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,CNN,7,phase_aware_mtt,11,0.3836699554672952,0.43972548729152244,1.1461035221169553,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,DLinear,42,phase_aware_mtt,6,0.3972973284216287,0.4380101240526114,1.1024743755331186,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,MLP,42,phase_aware_mtt,6,0.39546623699602085,0.5256733338384636,1.3292495911446238,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,CNN,42,phase_aware_mtt,6,0.3836699554672952,0.41321719178503635,1.0770121191318036,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,DLinear,123,phase_aware_mtt,6,0.3972973284216287,0.4052522094125186,1.020022488000342,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,MLP,123,phase_aware_mtt,6,0.39546623699602085,0.4359277620207115,1.102313475183212,81,
cross_arch_phase_aware_early_stop,ETTh1,DLinear,CNN,123,phase_aware_mtt,6,0.3836699554672952,0.4122724212825202,1.074549662822538,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,DLinear,7,phase_aware_mtt,14,0.3972973284216287,0.40714594324175046,1.02478902855765,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,MLP,7,phase_aware_mtt,14,0.39546623699602085,0.4900939752579225,1.2392814592231645,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,CNN,7,phase_aware_mtt,14,0.3836699554672952,0.43223816826882255,1.1265885225294046,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,DLinear,42,phase_aware_mtt,17,0.3972973284216287,0.4776322973766133,1.2022036475154187,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,MLP,42,phase_aware_mtt,17,0.39546623699602085,0.4876179348049668,1.2330203926103385,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,CNN,42,phase_aware_mtt,17,0.3836699554672952,0.46006509610156765,1.1991168178421114,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,DLinear,123,phase_aware_mtt,12,0.3972973284216287,0.4357287397789855,1.0967321162466308,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,MLP,123,phase_aware_mtt,12,0.39546623699602085,0.5180274569581612,1.3099157614392594,81,
cross_arch_phase_aware_early_stop,ETTh1,MLP,CNN,123,phase_aware_mtt,12,0.3836699554672952,0.4714519104163056,1.2287954886696701,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,DLinear,7,phase_aware_mtt,15,0.3972973284216287,0.43841522913402275,1.1034940276989682,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,MLP,7,phase_aware_mtt,15,0.39546623699602085,0.555051993345352,1.4035382579346134,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,CNN,7,phase_aware_mtt,15,0.3836699554672952,1.1159331937197836,2.908575920052484,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,DLinear,42,phase_aware_mtt,15,0.3972973284216287,0.4451568382891303,1.1204627024743319,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,MLP,42,phase_aware_mtt,15,0.39546623699602085,0.49584399883162317,1.253821318851582,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,CNN,42,phase_aware_mtt,15,0.3836699554672952,0.4528813738063471,1.1803931148446456,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,DLinear,123,phase_aware_mtt,11,0.3972973284216287,0.4264150169941975,1.0732894144751657,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,MLP,123,phase_aware_mtt,11,0.39546623699602085,0.5110802682493552,1.2923486771754364,81,
cross_arch_phase_aware_early_stop,ETTh1,CNN,CNN,123,phase_aware_mtt,11,0.3836699554672952,0.42604916413502786,1.1104574597615193,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,DLinear,7,phase_aware_mtt,2,0.30349656600997804,0.3317967007850555,1.093246968646581,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,MLP,7,phase_aware_mtt,2,0.3021977074035999,0.36609467277468155,1.2114409335532916,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,CNN,7,phase_aware_mtt,2,0.3212526216765413,0.41885856542157607,1.3038292519938126,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,DLinear,42,phase_aware_mtt,12,0.30349656600997804,0.3482818760830714,1.1475644705371095,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,MLP,42,phase_aware_mtt,12,0.3021977074035999,0.37316911166943556,1.234850902330142,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,CNN,42,phase_aware_mtt,12,0.3212526216765413,0.384434670717928,1.1966740340099158,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,DLinear,123,phase_aware_mtt,4,0.30349656600997804,0.3343679682234368,1.1017191153735946,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,MLP,123,phase_aware_mtt,4,0.3021977074035999,0.3649217730415594,1.2075597004916667,81,
cross_arch_phase_aware_early_stop,ETTh2,DLinear,CNN,123,phase_aware_mtt,4,0.3212526216765413,0.3831530841097848,1.192684691910683,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,DLinear,7,phase_aware_mtt,15,0.30349656600997804,0.35316405035832443,1.1636508939831414,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,MLP,7,phase_aware_mtt,15,0.3021977074035999,0.41625192753828577,1.377415901379956,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,CNN,7,phase_aware_mtt,15,0.3212526216765413,0.4153501598796468,1.2929082343734124,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,DLinear,42,phase_aware_mtt,17,0.30349656600997804,0.345392976227485,1.1380457471671344,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,MLP,42,phase_aware_mtt,17,0.3021977074035999,0.4567492441182423,1.5114252455536705,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,CNN,42,phase_aware_mtt,17,0.3212526216765413,0.47118297177236734,1.4667054522804361,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,DLinear,123,phase_aware_mtt,13,0.30349656600997804,0.368045236689928,1.2126833641927526,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,MLP,123,phase_aware_mtt,13,0.3021977074035999,0.3669431212050921,1.214248527421889,81,
cross_arch_phase_aware_early_stop,ETTh2,MLP,CNN,123,phase_aware_mtt,13,0.3212526216765413,0.555465580616648,1.729061626696787,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,DLinear,7,phase_aware_mtt,5,0.30349656600997804,0.31047555258653814,1.0229952736148278,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,MLP,7,phase_aware_mtt,5,0.3021977074035999,0.33884152334307344,1.1212577562361645,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,CNN,7,phase_aware_mtt,5,0.3212526216765413,0.39029773126517214,1.2149246572006192,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,DLinear,42,phase_aware_mtt,6,0.30349656600997804,0.32902786032383263,1.0841238326005151,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,MLP,42,phase_aware_mtt,6,0.3021977074035999,0.3946274921712054,1.3058586564462613,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,CNN,42,phase_aware_mtt,6,0.3212526216765413,0.3671416491292996,1.142844055912367,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,DLinear,123,phase_aware_mtt,8,0.30349656600997804,0.32143354967046706,1.059101109104145,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,MLP,123,phase_aware_mtt,8,0.3021977074035999,0.35573386327419526,1.177156062269841,81,
cross_arch_phase_aware_early_stop,ETTh2,CNN,CNN,123,phase_aware_mtt,8,0.3212526216765413,0.35871803357558973,1.1166228985261673,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,DLinear,7,phase_aware_mtt,8,0.34526968338495245,0.36123678484993504,1.046245303985118,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,MLP,7,phase_aware_mtt,8,0.3418640656961654,0.4155046297513384,1.2154089050137888,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,CNN,7,phase_aware_mtt,8,0.3420424103873514,0.4032853057343003,1.1790505898891117,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,DLinear,42,phase_aware_mtt,8,0.34526968338495245,0.35515185510315994,1.0286216027463655,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,MLP,42,phase_aware_mtt,8,0.3418640656961654,0.41200283874729543,1.2051656786690956,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,CNN,42,phase_aware_mtt,8,0.3420424103873514,0.3614311892327709,1.0566853064316275,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,DLinear,123,phase_aware_mtt,4,0.34526968338495245,0.3523953503206942,1.0206379745417644,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,MLP,123,phase_aware_mtt,4,0.3418640656961654,0.6602944938180297,1.9314533467371564,81,
cross_arch_phase_aware_early_stop,ETTm1,DLinear,CNN,123,phase_aware_mtt,4,0.3420424103873514,0.37801949993923356,1.1051831248386401,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,DLinear,7,phase_aware_mtt,6,0.34526968338495245,0.5258553419980678,1.5230278454878836,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,MLP,7,phase_aware_mtt,6,0.3418640656961654,0.6392192449566722,1.8698053088878424,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,CNN,7,phase_aware_mtt,6,0.3420424103873514,0.5754328527407832,1.6823435786489898,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,DLinear,42,phase_aware_mtt,9,0.34526968338495245,0.41510820142649185,1.2022723725896147,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,MLP,42,phase_aware_mtt,9,0.3418640656961654,0.4525133800198538,1.3236646533714045,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,CNN,42,phase_aware_mtt,9,0.3420424103873514,0.4452747706605753,1.3018115799041317,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,DLinear,123,phase_aware_mtt,9,0.34526968338495245,0.47958885208870006,1.3890268250224298,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,MLP,123,phase_aware_mtt,9,0.3418640656961654,0.6033851601772661,1.7649856206692685,81,
cross_arch_phase_aware_early_stop,ETTm1,MLP,CNN,123,phase_aware_mtt,9,0.3420424103873514,0.5425208319476884,1.5861215319272894,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,DLinear,7,phase_aware_mtt,7,0.34526968338495245,0.47992851111445933,1.3900105749492386,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,MLP,7,phase_aware_mtt,7,0.3418640656961654,0.7458550700066151,2.1817299472167986,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,CNN,7,phase_aware_mtt,7,0.3420424103873514,0.7422716017724376,2.170115691009896,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,DLinear,42,phase_aware_mtt,6,0.34526968338495245,0.4998707111847951,1.447768904249473,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,MLP,42,phase_aware_mtt,6,0.3418640656961654,0.7493523290438789,2.1919599169275434,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,CNN,42,phase_aware_mtt,6,0.3420424103873514,0.519566219085776,1.5190111030307176,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,DLinear,123,phase_aware_mtt,8,0.34526968338495245,0.4133195802585848,1.1970920128477116,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,MLP,123,phase_aware_mtt,8,0.3418640656961654,0.6752053472048494,1.9750696693724572,81,
cross_arch_phase_aware_early_stop,ETTm1,CNN,CNN,123,phase_aware_mtt,8,0.3420424103873514,0.41992662468167213,1.227703383934523,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,DLinear,7,phase_aware_mtt,13,0.19360817114561812,0.22719887495910399,1.1734983787859932,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,MLP,7,phase_aware_mtt,13,0.18250893349124328,0.23577153762852363,1.2918356001452163,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,CNN,7,phase_aware_mtt,13,0.20102821390740858,0.2803993531854448,1.394825869141899,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,DLinear,42,phase_aware_mtt,8,0.19360817114561812,0.21690851952267698,1.1203479596919181,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,MLP,42,phase_aware_mtt,8,0.18250893349124328,0.24593084469827325,1.3475003113207766,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,CNN,42,phase_aware_mtt,8,0.20102821390740858,0.3071163846711833,1.5277277686635458,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,DLinear,123,phase_aware_mtt,7,0.19360817114561812,0.2194640216626661,1.1335473103436375,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,MLP,123,phase_aware_mtt,7,0.18250893349124328,0.26869244232567274,1.472215289333026,81,
cross_arch_phase_aware_early_stop,ETTm2,DLinear,CNN,123,phase_aware_mtt,7,0.20102821390740858,0.2619690979069889,1.303145925713935,81,
cross_arch_phase_aware_early_stop,ETTm2,MLP,DLinear,7,phase_aware_mtt,7,0.19360817114561812,0.22487318238877152,1.1614860109372043,81,
cross_arch_phase_aware_early_stop,ETTm2,MLP,MLP,7,phase_aware_mtt,7,0.18250893349124328,0.24772227572391117,1.3573158912563412,81,
cross_arch_phase_aware_early_stop,ETTm2,MLP,CNN,7,phase_aware_mtt,7,0.20102821390740858,0.227985534624245,1.1340972005514245,81,
cross_arch_phase_aware_early_stop,ETTm2,MLP,DLinear,42,phase_aware_mtt,9,0.19360817114561812,0.20369806794483264,1.0521150359486926,81,
