dataset,model,seed,epoch,val_loss_raw,val_loss_smooth,is_boundary
ETTh1,MLP,42,22,0.67176518,0.67064367,False
ETTh1,MLP,42,23,0.66916161,0.67088416,False
ETTh1,MLP,42,24,0.66782813,0.67060651,False
ETTh1,MLP,42,25,0.6732305,0.66935578,False
ETTh1,MLP,42,26,0.67104711,0.66880829,False
ETTh1,MLP,42,27,0.66551153,0.66822577,False
ETTh1,MLP,42,28,0.66642417,0.66719524,False
ETTh1,MLP,42,29,0.66491554,0.66678314,False
ETTh1,MLP,42,30,0.66807787,0.6669712,False
ETTh1,MLP,42,31,0.66898657,0.66734742,False
ETTh1,MLP,42,32,0.66645186,0.6680706,False
ETTh1,MLP,42,33,0.66830525,0.66760844,False
ETTh1,MLP,42,34,0.66853147,0.66635499,False
ETTh1,MLP,42,35,0.66576708,0.6659272,False
ETTh1,MLP,42,36,0.6627193,0.66543259,False
ETTh1,MLP,42,37,0.66431291,0.66455083,False
ETTh1,MLP,42,38,0.66583217,0.6646266,False
ETTh1,MLP,42,39,0.66412269,0.66568824,False
ETTh1,MLP,42,40,0.66614593,0.66592471,False
ETTh1,MLP,42,41,0.66802747,0.66573936,False
ETTh1,MLP,42,42,0.66549528,0.66563369,False
ETTh1,MLP,42,43,0.66490545,0.66542362,False
ETTh1,MLP,42,44,0.66359431,0.66440935,False
ETTh1,MLP,42,45,0.66509557,0.66412467,False
ETTh1,MLP,42,46,0.66295612,0.66296822,False
ETTh1,MLP,42,47,0.6640719,0.66265219,False
ETTh1,MLP,42,48,0.65912318,0.66231249,False
ETTh1,MLP,42,49,0.66201416,0.661961,False
ETTh1,MLP,42,50,0.66339708,0.66118106,False
ETTh1,MLP,42,51,0.66119867,0.66186496,False
ETTh1,MLP,42,52,0.66017218,0.66141642,False
ETTh1,MLP,42,53,0.66254272,0.66182273,False
ETTh1,MLP,42,54,0.65977143,0.6613384,False
ETTh1,MLP,42,55,0.66542863,0.6611218,False
ETTh1,MLP,42,56,0.65877704,0.66076259,False
ETTh1,MLP,42,57,0.65908918,0.66110133,False
ETTh1,MLP,42,58,0.66074665,0.66019556,False
ETTh1,MLP,42,59,0.66146514,0.66115934,False
ETTh1,MLP,42,60,0.66089977,0.66215428,False
ETTh1,MLP,42,61,0.66359594,0.66126817,False
ETTh1,MLP,42,62,0.66406389,0.66131795,False
ETTh1,MLP,42,63,0.65631614,0.66150173,False
ETTh1,MLP,42,64,0.66171401,0.66101613,False
ETTh1,MLP,42,65,0.66181869,0.66063361,False
ETTh1,MLP,42,66,0.66116792,0.66216304,False
ETTh1,MLP,42,67,0.66215131,0.66168522,False
ETTh1,MLP,42,68,0.66396331,0.66118505,False
ETTh1,MLP,42,69,0.65932486,0.66093714,False
ETTh1,MLP,42,70,0.65931785,0.65989839,False
ETTh1,MLP,42,71,0.65992839,0.6590529,False
ETTh1,MLP,42,72,0.65695757,0.65974929,False
ETTh1,MLP,42,73,0.65973584,0.65947333,False
ETTh1,MLP,42,74,0.6628068,0.65899198,False
ETTh1,MLP,42,75,0.65793806,0.65988334,False
ETTh1,MLP,42,76,0.65752166,0.65985042,False
ETTh1,MLP,42,77,0.66141434,0.65914637,False
ETTh1,MLP,42,78,0.65957126,0.65952052,False
ETTh1,MLP,42,79,0.65928652,0.66002023,False
ETTh1,MLP,42,80,0.65980881,0.65955553,False
ETTh1,MLP,123,1,0.96056388,0.84771191,False
ETTh1,MLP,123,2,0.82275402,0.81919539,False
ETTh1,MLP,123,3,0.75981783,0.79907338,False
ETTh1,MLP,123,4,0.73364582,0.74775205,False
ETTh1,MLP,123,5,0.71858535,0.72278469,False
ETTh1,MLP,123,6,0.70395723,0.70889801,False
ETTh1,MLP,123,7,0.69791722,0.6990208,False
ETTh1,MLP,123,8,0.69038445,0.69241274,False
ETTh1,MLP,123,9,0.68425972,0.68756874,False
ETTh1,MLP,123,10,0.68554509,0.68356479,False
