dataset,model,seed,epoch,train_loss,val_loss,velocity_raw,velocity_smooth,velocity_norm,param_movement_raw,param_movement_smooth,param_movement_norm,val_improvement_raw,val_improvement_smooth,val_improvement_norm,criteria_met,is_boundary
ETTh1,MLP,7,80,0.34403452,0.65633091,0.0,0.0,0.0,0.06590915,0.06241445,0.13648655,0.0,0.00329534,0.07352451,False,False
ETTh1,CNN,7,2,0.44099508,0.76463419,0.23945004,0.09590298,1.88535035,0.87408851,0.59124917,1.37655758,0.13396471,0.06168438,1.73996954,False,False
ETTh1,CNN,7,3,0.40787528,0.72612516,0.0331198,0.07527627,1.47985119,0.5161804,0.51652017,1.2025721,0.03850903,0.04956791,1.39819282,False,False
ETTh1,CNN,7,4,0.39273619,0.71354577,0.0151391,0.06123611,1.20383658,0.38347858,0.46002752,1.07104484,0.01257939,0.04131237,1.16532372,False,False
ETTh1,CNN,7,5,0.37934005,0.70032726,0.01339613,0.0140355,0.27592289,0.29233317,0.32460717,0.75575661,0.01321851,0.01598868,0.45100254,False,False
ETTh1,CNN,7,6,0.37426459,0.69203704,0.00507546,0.00788644,0.15503899,0.23405691,0.25516021,0.59406887,0.00829022,0.00870373,0.24551138,False,False
ETTh1,CNN,7,7,0.3708176,0.68469081,0.00344699,0.00510979,0.10045297,0.19698679,0.20799844,0.48426593,0.00734624,0.00658318,0.18569592,False,False
ETTh1,CNN,7,8,0.36844308,0.68260654,0.00237452,0.0027821,0.05469308,0.1689456,0.17651284,0.41096055,0.00208427,0.00409888,0.11561957,False,False
ETTh1,CNN,7,9,0.36718725,0.68062986,0.00125583,0.00184337,0.03623875,0.14766972,0.15676504,0.36498337,0.00197668,0.00313213,0.08835004,False,False
ETTh1,CNN,7,10,0.36542956,0.67983288,0.00175769,0.00144117,0.02833191,0.13490515,0.1419036,0.33038267,0.00079698,0.0018353,0.05176945,False,False
ETTh1,CNN,7,11,0.36504772,0.67637637,0.00038184,0.00096627,0.01899582,0.13531796,0.13039057,0.3035778,0.0034565,0.00301801,0.08513087,False,False
ETTh1,CNN,7,12,0.36361174,0.6755143,0.00143599,0.00121134,0.02381371,0.12267958,0.12234729,0.28485129,0.00086207,0.00262267,0.07397939,False,False
ETTh1,CNN,7,13,0.36549667,0.66751649,0.0,0.00132576,0.02606303,0.11138041,0.11695129,0.27228821,0.00799781,0.0036563,0.10313541,False,False
ETTh1,CNN,7,14,0.36301546,0.66994087,0.0024812,0.00134388,0.02641932,0.10745333,0.11072026,0.25778101,0.0,0.002965,0.08363547,False,False
ETTh1,CNN,7,15,0.36068569,0.66397578,0.00232977,0.00122697,0.02412083,0.10792514,0.10557776,0.24580815,0.00596509,0.00279667,0.07888741,False,False
ETTh1,CNN,7,16,0.36021323,0.67172891,0.00047246,0.00123161,0.02421221,0.10416281,0.10262004,0.23892194,0.0,0.00137642,0.03882565,False,False
ETTh1,CNN,7,17,0.35936184,0.67170846,0.00085139,0.00096203,0.01891245,0.09696709,0.1012577,0.23575012,2.044e-05,0.00137642,0.03882565,False,False
ETTh1,CNN,7,18,0.3593386,0.67081188,2.324e-05,0.00068887,0.01354254,0.09659183,0.09773211,0.22754176,0.00089658,0.00208986,0.05894985,False,False
ETTh1,CNN,7,19,0.35820532,0.67192368,0.00113328,0.00059438,0.01168494,0.10064164,0.09364984,0.21803734,0.0,0.00208986,0.05894985,False,False
ETTh1,CNN,7,20,0.35724132,0.66239143,0.000964,0.00120455,0.02368024,0.09029717,0.09181005,0.21375391,0.00953225,0.00208577,0.05883451,False,False
ETTh1,CNN,7,21,0.36131059,0.66343922,0.0,0.00119991,0.02358885,0.08375146,0.0902944,0.21022515,0.0,0.00279074,0.07872,False,False
ETTh1,CNN,7,22,0.35740835,0.66357184,0.00390224,0.00112811,0.02217747,0.08776814,0.08933132,0.20798288,0.0,0.00279074,0.07872,False,False
ETTh1,CNN,7,23,0.35847141,0.65915041,0.0,0.00093531,0.01838721,0.0890136,0.08677557,0.20203255,0.00442143,0.00211515,0.05966347,False,False
ETTh1,CNN,7,24,0.3576971,0.66722354,0.00077431,0.00160646,0.03158128,0.09582622,0.08599919,0.20022494,0.0,0.00222153,0.06266402,False,False
ETTh1,CNN,7,25,0.35853141,0.66106919,0.0,0.00093204,0.01832294,0.07751845,0.08329411,0.19392694,0.00615434,0.00259674,0.07324778,False,False
ETTh1,CNN,7,26,0.35517566,0.66053733,0.00335575,0.00093204,0.01832294,0.07986952,0.0797947,0.18577953,0.00053187,0.00171245,0.04830419,False,False
ETTh1,CNN,7,27,0.35464551,0.65866128,0.00053015,0.0009664,0.01899832,0.07424278,0.07522833,0.17514803,0.00187605,0.00228296,0.06439685,False,False
ETTh1,CNN,7,28,0.35488873,0.66453228,0.0,0.0009664,0.01899832,0.07151651,0.07310852,0.17021266,0.0,0.00161482,0.04555025,False,False
ETTh1,CNN,7,29,0.35394265,0.66167975,0.00094608,0.00029525,0.00580425,0.07299438,0.07091078,0.16509582,0.00285254,0.00208785,0.05889319,False,False
ETTh1,CNN,7,30,0.35480066,0.65886609,0.0,0.00118152,0.02322743,0.06691944,0.06983536,0.16259202,0.00281365,0.00171264,0.04830944,False,False
ETTh1,CNN,7,31,0.35815531,0.6559691,0.0,0.00118152,0.02322743,0.06888077,0.06763827,0.15747671,0.002897,0.00209614,0.05912707,False,False
ETTh1,CNN,7,32,0.35319379,0.65833808,0.00496152,0.001269,0.02494719,0.0688657,0.06653487,0.15490776,0.0,0.00152563,0.04303441,False,False
ETTh1,CNN,7,33,0.35400294,0.65642058,0.0,0.00131318,0.02581572,0.06053105,0.06581791,0.15323852,0.0019175,0.00289377,0.08162642,False,False
ETTh1,CNN,7,34,0.35261945,0.66406931,0.00138348,0.0013267,0.02608156,0.0674774,0.06440225,0.14994256,0.0,0.00231437,0.06528293,False,False
ETTh1,CNN,7,35,0.35239855,0.65441495,0.0002209,0.0003344,0.00657393,0.06333465,0.06220805,0.14483397,0.00965436,0.00270847,0.07639936,False,False
ETTh1,CNN,7,36,0.35233094,0.66404178,6.761e-05,0.00054031,0.01062193,0.06180247,0.06291609,0.14648244,0.0,0.00360955,0.10181685,False,False
ETTh1,CNN,7,37,0.35364123,0.66207132,0.0,0.00028668,0.00563579,0.05789467,0.06131329,0.14275076,0.00197047,0.00360955,0.10181685,False,False
ETTh1,CNN,7,38,0.35261168,0.65564839,0.00102956,0.00043277,0.00850771,0.06407126,0.05948291,0.13848925,0.00642293,0.00227195,0.06408643,False,False
ETTh1,CNN,7,39,0.35249635,0.66048426,0.00011532,0.00041924,0.00824187,0.05946338,0.05881103,0.13692496,0.0,0.00227195,0.06408643,False,False
ETTh1,CNN,7,40,0.35154502,0.65751789,0.00095133,0.00041924,0.00824187,0.05418278,0.06115501,0.14238227,0.00296638,0.00289027,0.08152764,False,False
ETTh1,CNN,7,41,0.35247467,0.66313549,0.0,0.00137293,0.02699041,0.05844304,0.05929698,0.13805635,0.0,0.00160568,0.04529252,False,False
ETTh1,CNN,7,42,0.36030036,0.65807345,0.0,0.00183668,0.03610719,0.06961461,0.05922158,0.13788081,0.00506204,0.00205917,0.05808442,False,False
ETTh1,CNN,7,43,0.35450235,0.65924249,0.00579801,0.00170049,0.03342985,0.05478107,0.05882011,0.13694609,0.0,0.00202662,0.05716607,False,False
ETTh1,CNN,7,44,0.35206829,0.65697504,0.00243406,0.00184041,0.03618049,0.0590864,0.05812448,0.13532652,0.00226746,0.00202662,0.05716607,False,False
ETTh1,CNN,7,45,0.3517979,0.65417144,0.00027039,0.00184041,0.03618049,0.0521754,0.05520115,0.12852036,0.00280359,0.00184985,0.05217995,False,False
ETTh1,CNN,7,46,0.35109831,0.65864862,0.00069959,0.00120938,0.02377503,0.05496491,0.05776417,0.13448764,0.0,0.00184985,0.05217995,False,False
ETTh1,CNN,7,47,0.35597547,0.6544704,0.0,0.00113899,0.02239132,0.05499795,0.05849547,0.13619028,0.00417822,0.00393303,0.11094135,False,False
ETTh1,CNN,7,48,0.35333263,0.66555599,0.00264284,0.001241,0.0243968,0.06759618,0.05831438,0.13576864,0.0,0.00337231,0.09512481,False,False
ETTh1,CNN,7,49,0.3512505,0.65287266,0.00208213,0.00113122,0.02223866,0.06274293,0.05712135,0.13299102,0.01268333,0.00337231,0.09512481,False,False
ETTh1,CNN,7,50,0.35047004,0.65455368,0.00078045,0.00113122,0.02223866,0.05126991,0.05631957,0.1311243,0.0,0.00281606,0.0794343,False,False
ETTh1,CNN,7,51,0.35031935,0.65550298,0.0001507,0.00060266,0.01184758,0.04899979,0.05378081,0.1252135,0.0,0.00316246,0.08920561,False,False
ETTh1,CNN,7,52,0.3512513,0.65410602,0.0,0.00018623,0.00366108,0.05098905,0.05247405,0.12217109,0.00139696,0.0006258,0.01765231,False,False
ETTh1,CNN,7,53,0.35228177,0.65237398,0.0,0.00077422,0.01522029,0.05490235,0.05636725,0.13123532,0.00173203,0.00121479,0.03426633,False,False
ETTh1,CNN,7,54,0.35595527,0.65840136,0.0,0.0011446,0.02250165,0.05620917,0.05829983,0.13573477,0.0,0.00121479,0.03426633,False,False
ETTh1,CNN,7,55,0.35223488,0.6554564,0.00372039,0.00125185,0.02461008,0.07073592,0.05768555,0.1343046,0.00294495,0.0009354,0.02638533,False,False
ETTh1,CNN,7,56,0.35023226,0.65553372,0.00200262,0.00125737,0.02471851,0.05866264,0.05635434,0.13120524,0.0,0.00058899,0.01661402,False,False
ETTh1,CNN,7,57,0.34969601,0.66239636,0.00053625,0.00125737,0.02471851,0.04791768,0.05616498,0.13076437,0.0,0.00234622,0.06618132,False,False
ETTh1,CNN,7,58,0.34966843,0.66652798,2.758e-05,0.00051329,0.01009073,0.04824628,0.05251273,0.12226113,0.0,0.00175723,0.0495673,False,False
ETTh1,CNN,7,59,0.35176757,0.65774183,0.0,0.00063959,0.01257366,0.05526236,0.05129943,0.11943631,0.00878615,0.00361122,0.10186391,False,False
ETTh1,CNN,7,60,0.35215472,0.66740398,0.0,0.00053234,0.01046523,0.05247468,0.05185152,0.12072171,0.0,0.00361122,0.10186391,False,False
ETTh1,CNN,7,61,0.3495206,0.65813404,0.00263412,0.00082444,0.01620755,0.05259616,0.05238111,0.1219547,0.00926994,0.0049687,0.14015517,False,False
ETTh1,CNN,7,62,0.35055075,0.66184092,0.0,0.00087737,0.01724808,0.05067814,0.05083757,0.118361,0.0,0.00390172,0.11005823,False,False
ETTh1,CNN,7,63,0.34906268,0.65505352,0.00148806,0.00087737,0.01724808,0.05089421,0.04968771,0.11568387,0.0067874,0.00390172,0.11005823,False,False
ETTh1,CNN,7,64,0.34879804,0.65160226,0.00026465,0.00051783,0.01017996,0.04754466,0.04858816,0.11312388,0.00345126,0.0020797,0.05866337,False,False
ETTh1,CNN,7,65,0.34977952,0.65594683,0.0,0.00051783,0.01017996,0.04672537,0.04819584,0.11221049,0.0,0.00321071,0.09056635,False,False
ETTh1,CNN,7,66,0.34894309,0.65578699,0.00083643,0.00069142,0.01359264,0.04709843,0.05048887,0.11754914,0.00015984,0.00185323,0.0522751,False,False
ETTh1,CNN,7,67,0.35212956,0.65013196,0.0,0.0009153,0.01799374,0.04871656,0.05103792,0.11882745,0.00565503,0.00262954,0.07417304,False,False
ETTh1,CNN,7,68,0.34977352,0.66171745,0.00235604,0.0009153,0.01799374,0.06235933,0.05050852,0.1175949,0.0,0.00320692,0.0904597,False,False
ETTh1,CNN,7,69,0.34838951,0.65438462,0.00138401,0.00145076,0.02852042,0.05028991,0.05105427,0.11886553,0.00733283,0.00317496,0.08955796,False,False
ETTh1,CNN,7,70,0.35183171,0.6514977,0.0,0.00145076,0.02852042,0.04407838,0.04997782,0.11635932,0.00288693,0.00204395,0.05765498,False,False
ETTh1,CNN,7,71,0.34831795,0.65236051,0.00351376,0.00109811,0.02158772,0.04982717,0.04698108,0.10938224,0.0,0.00219558,0.06193205,False,False
ETTh1,CNN,7,72,0.34965698,0.65483816,0.0,0.00082131,0.01614609,0.04333432,0.04574852,0.10651259,0.0,0.00072901,0.02056373,False,False
ETTh1,CNN,7,73,0.34906419,0.65408002,0.00059279,0.0012492,0.02455803,0.0473756,0.04533206,0.10554297,0.00075814,0.00036801,0.01038064,False,False
ETTh1,CNN,7,74,0.35014394,0.65744427,0.0,0.00054645,0.01074267,0.04412714,0.04375147,0.10186301,0.0,0.00036801,0.01038064,False,False
ETTh1,CNN,7,75,0.34800447,0.65636237,0.00213947,0.00054645,0.01074267,0.04199607,0.04344154,0.10114142,0.0010819,0.00092186,0.02600354,False,False
ETTh1,CNN,7,76,0.34851444,0.65891985,0.0,0.00042789,0.00841194,0.04192422,0.04495889,0.10467415,0.0,0.00077023,0.02172646,False,False
ETTh1,CNN,7,77,0.34879472,0.65615058,0.0,0.00198024,0.03892944,0.04178465,0.05684912,0.13235721,0.00276927,0.00378056,0.10664063,False,False
ETTh1,CNN,7,78,0.36187703,0.66673036,0.0,0.00245143,0.04819245,0.05496238,0.06076703,0.14147895,0.0,0.00356418,0.10053707,False,False
ETTh1,CNN,7,79,0.35411529,0.65167872,0.00776174,0.00306428,0.06024057,0.10357829,0.06547773,0.1524465,0.01505164,0.00445523,0.12567133,False,False
ETTh1,CNN,7,80,0.34961989,0.65809994,0.0044954,0.00408571,0.08032075,0.06158559,0.07337542,0.17083406,0.0,0.00501721,0.14152361,False,False
